2017-02-22 13:14:21,6.99
2017-02-22 13:14:31,6.99
2017-02-22 13:14:42,6.99
2017-02-22 13:15:36,6.99
2017-02-22 13:15:46,6.99
2017-02-22 13:15:57,6.99
2017-02-22 13:16:10,6.99
2017-02-22 13:16:21,6.99
2017-02-22 13:16:33,6.99
2017-02-22 13:16:45,6.99
2017-02-22 13:50:51,6.79
2017-02-22 13:51:06,6.78
2017-02-22 13:51:22,6.78
2017-02-22 13:51:38,6.78
2017-02-22 13:51:54,6.8
2017-02-22 13:52:10,6.78
2017-02-22 14:10:22,6.99
2017-02-22 14:10:32,6.99
2017-02-22 14:10:44,6.81
2017-02-22 14:10:55,6.84
2017-02-22 14:11:07,6.83
2017-02-22 14:11:18,6.86
2017-02-22 14:11:29,6.84
2017-02-22 14:11:39,6.85
2017-02-22 14:11:51,6.82
2017-02-22 14:12:02,6.81
2017-02-22 14:12:14,6.83
2017-02-22 14:12:27,6.83
2017-02-22 14:12:40,6.86
2017-02-22 14:12:50,6.86
2017-02-22 14:13:04,6.84
2017-02-22 14:13:16,6.85
2017-02-22 14:13:28,6.86
2017-02-22 14:13:40,6.84
2017-02-22 14:13:54,6.85
2017-02-22 14:14:08,6.81
2017-02-22 14:14:21,6.85
2017-02-22 14:14:34,6.86
2017-02-22 14:14:48,6.86
2017-02-22 14:15:01,6.85
2017-02-22 14:15:14,6.85
2017-02-22 14:15:29,6.85
2017-02-22 14:15:44,6.85
2017-02-22 14:15:58,6.86
2017-02-22 14:16:14,6.85
2017-02-22 14:16:28,6.85
2017-02-22 14:16:39,6.85
2017-02-22 14:16:56,7.59
2017-02-22 14:17:14,7.61
2017-02-22 14:17:29,7.59
2017-02-22 14:17:43,7.59
2017-02-22 14:18:00,7.59
2017-02-22 14:18:17,7.59
2017-02-22 14:18:32,7.57
2017-02-22 14:18:49,7.69
2017-02-22 14:19:06,7.62
2017-02-22 14:19:23,7.69
2017-02-22 14:19:40,7.69
2017-02-22 14:19:55,7.68
2017-02-22 14:20:12,7.64
2017-02-22 14:20:27,7.64
2017-02-22 14:20:42,7.68
2017-02-22 14:20:59,7.64
2017-02-22 14:21:13,7.63
2017-02-22 14:21:30,7.62
2017-02-22 14:21:46,7.66
2017-02-22 14:22:00,7.63
2017-02-22 14:22:15,7.61
2017-02-22 14:22:30,7.63
2017-02-22 14:22:45,7.58
2017-02-22 14:22:57,9.
2017-02-22 14:23:15,7.61
2017-02-22 14:23:31,7.61
2017-02-22 14:23:48,7.62
2017-02-22 14:24:05,7.61
2017-02-22 14:24:22,7.55
2017-02-22 14:24:37,7.56
2017-02-22 14:24:52,7.59
2017-02-22 14:25:10,7.58
2017-02-22 14:25:27,7.61
2017-02-22 14:25:45,7.60
2017-02-22 14:26:02,7.59
2017-02-22 14:26:19,7.61
2017-02-22 14:26:37,7.62
2017-02-22 14:26:54,7.58
2017-02-22 14:27:11,7.58
2017-02-22 14:27:29,7.62
2017-02-22 14:27:46,7.61
2017-02-22 14:28:02,7.64
2017-02-22 14:28:20,7.61
2017-02-22 14:28:35,7.61
2017-02-22 14:28:52,7.70
2017-02-22 14:29:10,7.69
2017-02-22 14:29:27,7.69
2017-02-22 14:29:42,7.69
2017-02-22 14:30:00,7.69
2017-02-22 14:30:17,7.69
2017-02-22 14:30:34,7.67
2017-02-22 14:30:52,6.99
2017-02-22 14:31:09,6.99
2017-02-22 14:31:26,6.99
2017-02-22 14:31:43,6.99
2017-02-22 14:32:00,6.94
2017-02-22 14:32:17,6.94
2017-02-22 14:32:34,6.99
2017-02-22 14:32:51,6.93
2017-02-22 14:33:08,6.92
2017-02-22 14:33:25,6.92
2017-02-22 14:33:42,6.91
2017-02-22 14:34:00,6.92
2017-02-22 14:34:17,6.91
2017-02-22 14:34:31,6.92
2017-02-22 14:34:48,6.92
2017-02-22 14:35:06,6.89
2017-02-22 14:35:21,6.92
2017-02-22 14:35:38,6.91
2017-02-22 14:35:57,6.92
2017-02-22 14:36:14,6.92
2017-02-22 14:36:31,6.92
2017-02-22 14:36:49,6.92
2017-02-22 14:37:04,6.99
2017-02-22 14:37:19,6.94
2017-02-22 14:37:34,6.94
